"","response","updated_response"
"6815",0,0
"6817",0,0
"6818",0,0
"6819",0,0
"682",0,0
"6820",1,1
"6821",1,1
"6822",0,0
"6827",0,0
"6829",0,0
"683",0,0
"6830",0,0
"6832",0,0
"6833",1,1
"6834",1,1
"6835",0,0
"6836",0,0
"6837",0,0
"6838",0,0
"6839",0,0
"684",0,0
"6840",0,1
"6843",1,1
"6844",1,1
"6846",0,0
"6847",0,0
"685",0,0
"6850",0,1
"6853",1,1
"6854",1,1
"6855",1,1
"6856",0,0
"6857",1,1
"686",1,1
"6860",0,0
"6861",0,0
"6862",1,1
"6863",0,0
"6865",0,0
"6866",1,1
"6867",0,0
"6868",1,1
"6869",0,0
"687",0,0
"6870",1,1
"6872",1,1
"6873",1,1
"6874",0,0
"6875",1,1
"6876",0,0
"6877",0,0
"6878",1,1
"6879",0,0
"688",0,0
"6881",0,0
"6882",0,0
"6883",0,0
"6884",1,1
"6885",1,1
"6886",0,0
"6887",0,0
"6888",1,1
"689",0,0
"6894",0,0
"6895",0,0
"6897",1,1
"6898",1,1
"6899",1,1
"6900",1,1
"6901",1,1
"6902",0,0
"6903",0,0
"6904",1,1
"6906",0,0
"6907",0,1
"6908",1,1
"6909",1,1
"6910",1,1
"6911",1,1
"6913",1,1
"6915",1,1
"6916",1,1
"6917",0,0
"6919",0,0
"6920",0,0
"692094",0,0
"6921",0,0
"6923",0,0
"692312",0,0
"6924",0,0
"6925",1,1
"6926",1,1
"6927",1,1
"6929",1,1
"6932",0,0
"6934",1,1
"6935",1,1
"6936",0,0
"6938",1,1
"6939",0,0
"694",0,0
"6940",0,0
"6942",1,1
"6943",0,0
"6944",0,0
"6945",1,1
"6947",0,0
"6948",1,1
"6949",1,1
"695",1,1
"6950",0,0
"6954",0,0
"696",0,0
"6975",0,0
"6988",0,0
"699",1,1
"6990",0,0
"6991",0,0
"6993",0,0
"6996",0,0
"6997",1,1
"6999",0,0
"70",1,1
"7001",0,0
"7003",1,1
"7004",0,0
"7005",0,0
"7006",0,0
"7007",1,1
"7008",0,0
"7009",0,0
"701",1,1
"7010",1,1
"7011",0,0
"7013",0,0
"7014",0,0
"7015",1,1
"7016",0,0
"7018",1,1
"7019",1,1
"7020",1,1
"7021",1,1
"7022",0,0
"7023",0,0
"7024",0,0
"7025",1,1
"7026",1,1
"7027",0,0
"7029",0,0
"7030",0,1
"7031",0,0
"7032",0,0
"7033",0,0
"7035",0,0
"7036",1,1
"7037",1,1
"7038",1,1
"7039",1,1
"7040",1,1
"7041",0,0
"7042",1,1
"7043",1,1
"7044",0,0
"7045",1,1
"7046",1,1
"7047",0,0
"7048",1,1
"7049",1,1
"705",0,0
"7050",1,1
"7051",1,1
"7052",0,0
"7053",1,1
"7054",1,1
"7056",1,1
"7057",0,0
"7058",0,0
"7059",0,0
"706",0,0
"7060",0,0
"7062",1,1
"7064",0,0
"7066",1,1
"7067",1,1
"7068",1,1
"7069",0,0
"7070",0,0
"7071",0,0
"7072",1,1
"7073",0,0
"7074",0,0
"7075",0,1
"7076",0,0
"7077",0,0
"7078",1,1
"7079",0,0
"708",1,1
"7080",1,1
"7082",0,0
"7083",0,0
"7084",1,1
"7086",1,1
"7087",0,0
"7088",0,0
"7089",0,0
"7090",0,0
"7091",0,0
"7092",1,1
"7093",0,0
"7094",0,0
"7095",0,0
"7096",0,0
"7097",1,1
"7098",1,1
"7099",1,1
"71",1,1
"710",1,1
"7100",0,0
"7101",0,0
"7102",1,1
"7103",0,0
"7104",0,0
"7105",0,0
"7106",0,0
"7107",0,0
"7108",0,0
"7109",0,0
"7110",0,0
"7111",0,0
"7112",1,1
"7113",0,0
"7114",0,0
"712",1,1
"7122",0,0
"7123",0,0
"7125",0,0
"7126",0,0
"7127",0,0
"7128",1,1
"713",1,1
"7130",0,0
"7132",1,1
"7133",1,1
"7134",1,1
"7135",0,0
"7136",1,1
"7137",1,1
"7138",1,1
"7139",1,1
"714",1,1
"7140",1,1
"7141",0,0
"7142",0,0
"7143",0,1
"7145",0,0
"715",1,1
"7150",0,0
"7153",1,1
"7155",0,0
"7156",1,1
"7157",1,1
"7158",0,0
"7159",0,0
"716",1,1
"7161",0,1
"7162",0,0
"7163",0,0
"7164",0,0
"7165",0,0
"7166",0,0
"7167",1,1
"7168",1,1
"7169",1,1
"7170",1,1
"7171",0,0
"7172",1,1
"7173",1,1
"7174",1,1
"7175",0,0
"7177",0,0
"7178",0,0
"718",1,1
"7180",0,0
"7181",0,0
"7182",0,0
"7184",0,0
"7185",0,0
"7186",0,0
"7187",1,1
"7188",0,0
"7189",1,1
"719",0,0
"72",1,1
"7200",1,1
"7201",1,1
"7203",0,0
"7204",1,1
"7205",0,0
"721",1,1
"7216",0,0
"722",0,0
"7220",0,0
"7222",1,1
"7223",0,0
"7224",0,0
"7225",1,1
"7226",0,0
"7227",1,1
"723961",0,0
"7247",0,0
"7248",1,1
"7249",1,1
"725",0,0
"7251",0,0
"7252",1,1
"7253",1,1
"7257",0,0
"7258",1,1
"7259",1,1
"726",1,1
"7260",0,0
"7262",0,0
"7263",0,0
"7264",0,0
"7265",0,0
"7266",0,0
"7267",0,0
"7268",0,0
"727",1,1
"7270",0,0
"7272",0,0
"7273",1,1
"7274",1,1
"7275",1,1
"7276",1,1
"7277",1,1
"7278",0,0
"727800",0,0
"727851",0,0
"727857",1,1
"727897",1,1
"727910",0,0
"727936",0,0
"727957",0,0
"728",0,0
"7280",1,1
"728036",0,0
"728042",0,0
"728047",0,0
"728062",0,0
"728072",0,0
"728075",0,0
"728082",0,0
"728090",0,0
"728096",0,0
"728118",0,0
"728130",0,0
"728137",0,0
"728194",0,0
"728215",0,0
"728224",0,0
"728255",0,0
"728262",0,0
"728276",0,0
"728279",0,0
"728294",1,1
"728299",0,0
"7283",1,1
"728340",0,0
"728358",0,0
"728361",0,0
"728369",0,0
"728378",0,0
"728386",0,0
"728393",0,0
"7284",1,1
"728400",0,0
"728403",0,0
"728419",0,0
"728464",0,0
"728489",0,0
"728568",0,0
"728577",0,0
"728591",0,0
"7286",0,0
"728621",0,0
"728642",0,0
"728661",0,0
"7287",1,1
"728747",0,0
"728780",0,0
"7288",0,0
"728833",0,0
"728858",0,0
"7289",0,0
"728927",0,0
"728957",0,0
"729",1,1
"7290",1,1
"729025",0,0
"729059",0,0
"729085",0,0
"729092",0,0
"7291",1,1
"7292",1,1
"729230",0,0
"729233",0,0
"729238",1,1
"729246",0,0
"729250",0,0
"729264",0,0
"729288",0,0
"7293",1,1
"729330",0,0
"729359",0,0
"7294",0,0
"729420",0,0
"729440",0,0
"729475",0,0
"7295",0,0
"729515",0,0
"729533",0,0
"7296",0,0
"729627",0,0
"729665",0,0
"7297",1,1
"729747",0,0
"729767",0,0
"7298",0,0
"729830",0,0
"729852",0,0
"7299",1,1
"729920",1,1
"729956",0,0
"729967",0,0
"729974",0,0
"729991",0,0
"729993",0,0
"730",1,1
"730005",0,0
"730051",0,0
"730087",0,0
"730094",0,0
"7301",0,0
"730112",0,0
"730130",0,0
"730249",0,0
"7305",1,1
"7306",1,1
"7307",0,0
"730755",0,0
"731",1,1
"7311",0,0
"731220",0,0
"7314",1,1
"7316",0,0
"7317",1,1
"7318",0,0
"7319",1,1
"732",1,1
"7320",0,0
"7321",0,0
"7322",0,0
"7323",0,0
"7324",0,0
"7325",0,0
"7326",0,0
"7327",0,0
"7328",0,0
"7329",0,0
"733",0,0
"7332",0,0
"7334",0,0
"7335",0,0
"7336",0,0
"7337",1,1
"734",0,0
"7341",1,1
"7342",0,0
"7343",1,1
"7345",1,1
"7347",0,0
"7348",0,0
"7349",0,0
"735",1,1
"7350",0,0
"7351",1,1
"7352",1,1
"7353",1,1
"7355",1,1
"7356",0,0
"7357",0,0
"7358",1,1
"7360",1,1
"7363",0,0
"7364",0,0
"7367",0,0
"7368",0,0
"7369",1,1
"7371",0,0
"7372",1,1
"7373",1,1
"7374",1,1
"7375",0,0
"7376",0,0
"7378",0,0
"7379",0,0
"738",0,1
"7380",0,0
"7381",1,1
"7384",0,1
"7385",1,1
"7386",1,1
"7388",0,0
"7389",1,1
"7390",1,1
"7391",0,0
"7392",0,0
"7398",0,0
"7399",1,1
"740",0,0
"7401",1,1
"7402",0,0
"7403",1,1
"7404",0,0
"7405",0,0
"7408",0,0
"7409",0,0
"741",0,0
"7410",0,0
"7411",0,0
"7412",0,0
"7414",1,1
"7415",1,1
"7416",0,0
"7417",0,0
"7419",0,0
"7421",1,1
"7422",0,0
"7423",0,0
"7424",1,1
"7425",0,0
"7428",1,1
"7429",0,0
"7430",1,1
"7431",1,1
"7432",0,0
"7433",0,0
"7434",0,0
"7436",1,1
"7439",1,1
"744",0,0
"7441",0,0
"7442",0,0
"7443",1,1
"7444",0,0
"7447",0,0
"7448",0,0
"745",1,1
"7450",1,1
"7453",1,1
"7454",1,1
"7455",0,0
"7456",1,1
"7458",0,1
"746",0,0
"7461",1,1
"7462",0,0
"7464",0,0
"7465",0,0
"7466",1,1
"7468",1,1
"7469",1,1
"747",0,0
"7471",1,1
"7472",0,0
"7473",1,1
"7474",1,1
"7475",0,0
"7476",1,1
"7477",0,0
"7478",0,0
"7479",0,0
"7480",1,1
"7481",0,0
"7482",1,1
"7483",0,0
"7484",0,1
"7485",0,0
"7486",1,1
"7490",1,1
"7494",0,0
"7498",1,1
"7499",0,0
"750",0,0
"7504",1,1
"7507",1,1
"7508",1,1
"751071",0,0
"7511",0,0
"7512",1,1
"7514",0,0
"7515",1,1
"7516",1,1
"7517",0,0
"7518",1,1
"752",0,0
"7520",0,0
"752014",0,0
"7525",0,0
"7528",1,1
"7529",0,0
"753",0,0
"7531",1,1
"7532",1,1
"7533",0,0
"7534",0,0
"7535",1,1
"7536",0,0
"7538",0,0
"7539",0,0
"754",0,0
"7541",0,0
"7542",0,0
"7543",0,0
"7544",0,0
"7545",1,1
"7546",1,1
"7547",1,1
"755",1,1
"7551",0,0
"7552",1,1
"7553",0,0
"7555",1,1
"7556",0,0
"7559",0,0
"7561",0,0
"7562",0,0
"7564",0,0
"7565",0,0
"7566",0,0
"7567",0,0
"7568",0,0
"7569",0,0
"7570",0,0
"7571",0,0
"7572",0,0
"7576",0,0
"7579",0,0
"758",0,0
"7580",0,0
"7581",0,0
"7582",0,0
"7584",0,0
"7586",0,0
"7587",0,0
"7589",0,0
"759",0,0
"7592",1,1
"7593",0,0
"7594",0,0
"7596",0,0
"7597",0,0
"760",1,1
"761",0,0
"762",1,1
"7620",0,0
"7621",0,0
"7625",0,0
"7626",0,0
"7627",0,0
"7629",0,0
"763",1,1
"7633",0,0
"7634",0,0
"7638",0,0
"7639",0,0
"7643",0,0
"7644",0,0
"765",0,0
"7652",0,0
"766",0,0
"767",1,1
"7673",0,0
"7675",0,0
"7678",0,0
"768",0,0
"7681",1,1
"768206",1,1
"768211",0,0
"768239",0,0
"7690",0,0
"7691",0,0
"7692",0,0
"7693",0,0
"7694",0,0
"7695",0,0
"7697",0,0
"7699",0,0
"770",0,0
"7700",1,1
"7701",1,1
"7702",0,0
"7704",1,1
"7705",0,0
"7706",0,0
"7707",1,1
"7709",0,0
"771",1,1
"7710",0,0
"7711",0,0
"7712",0,0
"7716",0,0
"7718",0,0
"7727",0,0
"7728",0,0
"773",1,1
"7730",0,0
"7732",0,0
"7733",0,0
"7737",1,1
"7738",0,0
"7739",0,0
"774",1,1
"7743",0,0
"7745",0,0
"7746",0,0
"7748",0,0
"775",1,1
"7750",0,1
"7752",0,0
"7753",0,0
"7755",0,0
"7756",0,0
"7757",0,0
"776",1,1
"7760",0,0
"7761",0,0
"7762",0,0
"7763",0,0
"7764",0,0
"7766",0,0
"7768",0,0
"7769",0,0
"777",1,1
"7770",0,0
"7771",0,0
"7773",0,0
"7775",0,0
"7776",0,0
"7779",0,0
"778",1,1
"7780",1,1
"7781",0,0
"7782",0,0
"7783",1,1
"7784",1,1
"7786",0,0
"7789",0,0
"779",1,1
"7791",0,0
"7798",0,1
"7799",0,0
"7802",0,0
"7803",0,0
"7804",0,0
"7805",0,0
"780776",0,0
"7809",1,1
"781",1,1
"7812",0,0
"7813",0,0
"7818",0,0
"782",0,0
"7827",1,1
"783",1,1
"7832",0,0
"7837",1,1
"784",0,0
"7840",1,1
"7841",1,1
"7844",0,0
"7846",1,1
"7849",1,1
"785",1,1
"7850",0,0
"7851",0,0
"7852",1,1
"7855",0,0
"7857",0,0
"786",0,0
"7862",1,1
"7866",0,0
"7867",1,1
"7869",0,0
"7871",1,1
"7873",0,0
"7874",1,1
"7879",1,1
"788",1,1
"7881",0,0
"7884",0,0
"78986",0,0
"78987",1,1
"78988",0,0
"78989",1,1
"78990",0,0
"78991",0,0
"78992",0,0
"78994",0,0
"78995",0,0
"78996",0,0
"78997",0,0
"78999",0,0
"790",1,1
"79000",0,0
"79001",1,1
"79002",0,0
"79003",0,0
"79004",0,0
"79005",0,0
"79006",0,0
"79007",0,0
"79009",0,0
"79012",0,0
"79016",0,0
"79017",0,0
"79018",0,0
"79019",0,0
"79020",0,0
"79022",0,0
"79023",1,1
"79025",0,0
"79026",0,0
"79027",0,0
"79029",0,1
"7903",0,0
"79031",0,0
"79033",0,0
"79034",0,0
"79035",0,0
"79036",0,0
"79037",0,0
"79038",0,0
"79039",0,0
"79041",0,0
"79042",1,1
"79047",0,0
"79048",1,1
"7905",0,0
"79050",0,0
"79053",1,1
"79054",0,0
"79056",0,0
"79057",0,0
"79058",0,0
"79064",0,0
"79065",0,0
"79066",0,0
"79068",1,1
"79070",0,0
"79071",0,0
"79072",0,0
"79073",0,0
"79074",0,0
"79075",0,0
"79077",0,0
"79078",0,0
"79080",0,0
"79081",0,0
"79083",1,1
"79084",0,0
"79085",0,0
"79086",0,0
"79087",1,1
"79088",0,0
"79089",0,0
"79090",0,0
"79091",0,0
"79092",1,1
"79094",0,0
"79095",0,0
"790955",1,1
"79096",0,0
"79097",0,0
"79098",0,0
"79101",0,0
"79102",0,0
"79109",0,0
"7913",0,0
"79132",0,0
"79133",1,1
"79134",0,0
"79135",0,0
"79137",0,0
"79139",0,0
"79140",1,1
"79142",0,0
"79143",1,1
"79144",0,0
"79145",0,0
"79147",1,1
"79149",0,0
"7915",1,1
"79152",1,1
"79153",0,0
"79155",0,0
"79156",0,0
"79157",0,0
"79158",1,1
"79161",0,0
"79165",0,0
"79168",0,0
"79169",0,0
"79170",0,0
"79171",0,0
"79172",0,0
"79173",0,0
"79174",0,0
"79175",0,0
"79176",0,0
"79177",0,0
"79178",0,0
"79180",0,0
"79183",0,0
"79184",0,1
"79187",0,0
"79188",1,1
"79190",0,0
"79191",0,0
"79192",0,0
"79228",1,1
"79230",0,0
"79258",1,1
"79269",0,0
"79290",0,0
"79295",0,0
"793",0,0
"79310",0,0
"79317",0,0
"79339",0,0
"79363",0,0
"79364",0,0
"79365",0,0
"79366",0,0
"79368",0,0
"79369",0,0
"79370",0,0
"794",0,0
"79400",0,0
"7941",1,1
"79411",0,0
"79412",0,0
"79413",0,0
"79414",0,0
"79415",1,1
"7942",0,0
"79441",0,0
"79442",0,0
"79443",1,1
"79444",0,0
"79446",0,0
"79465",0,0
"79473",0,0
"795",0,0
"79501",0,0
"79541",0,0
"79544",0,0
"79567",0,0
"79568",0,0
"7957",1,1
"79570",0,0
"79571",0,0
"79572",0,1
"79573",0,0
"79574",1,1
"79575",0,0
"79576",1,1
"79577",1,1
"79581",1,1
"79582",0,0
"79583",1,1
"79585",0,0
"79586",0,0
"79587",1,1
"79589",0,0
"79590",0,0
"79591",0,0
"79594",0,0
"79595",0,0
"79596",0,0
"79598",0,0
"796",0,0
"79600",1,1
"79602",0,0
"79603",0,0
"79605",0,0
"79607",0,0
"79608",0,0
"79609",0,0
"79611",0,0
"79612",0,0
"79613",0,0
"79616",0,0
"79618",0,0
"79621",1,1
"79622",0,0
"79623",0,0
"79624",0,0
"79625",0,1
"79626",0,0
"79627",0,0
"79628",1,1
"79629",0,0
"79630",0,0
"79631",1,1
"79632",0,0
"79633",1,1
"79634",0,0
"79635",0,0
"79637",0,0
"79639",0,1
"79640",0,0
"79641",1,1
"79642",0,0
"79643",0,0
"79644",1,1
"79645",0,0
"79646",0,0
"79647",0,0
"79648",1,1
"79649",0,0
"7965",1,1
"79650",1,1
"79651",1,1
"79652",0,0
"79654",0,0
"79656",0,0
"79657",0,0
"79658",0,0
"79659",1,1
"79660",0,0
"79661",0,0
"79663",0,0
"79664",0,0
"79665",0,0
"79666",0,0
"79668",0,0
"79669",0,0
"79670",0,0
"79671",0,0
"79672",0,0
"79673",0,0
"79674",0,0
"79675",0,0
"79676",0,0
"79677",0,0
"79679",0,0
"79680",0,0
"79682",0,0
"79683",0,0
"79684",0,0
"79685",0,0
"79689",0,0
"79690",0,0
"79691",0,0
"79692",0,0
"79693",0,1
"79694",0,0
"79695",0,0
"79696",0,0
"79698",0,0
"79699",0,0
"797",0,0
"79701",0,0
"79703",0,1
"79705",0,1
"79706",0,0
"79707",0,0
"79709",1,1
"79710",0,0
"79711",0,0
"79712",0,0
"79713",0,0
"79714",0,0
"79716",0,0
"79717",1,1
"79718",1,1
"79719",1,1
"79720",0,0
"79722",1,1
"79723",0,0
"79724",0,0
"79725",0,0
"79726",0,0
"79727",0,0
"79728",1,1
"79729",0,0
"79730",0,0
"79731",1,1
"79733",0,0
"79734",1,1
"79735",0,0
"79736",0,0
"79738",1,1
"79739",0,0
"79740",0,0
"79741",0,0
"79742",0,0
"79744",0,0
"79745",0,0
"79746",0,0
"79747",0,0
"79748",0,0
"7975",0,0
"79750",0,0
"79751",1,1
"79752",0,0
"79753",1,1
"79754",0,0
"79755",1,1
"79758",0,0
"79759",0,0
"7976",0,0
"79760",0,0
"79762",0,0
"79763",0,0
"79767",0,0
"79768",0,0
"79770",0,1
"79772",0,0
"79774",0,0
"79776",1,1
"79777",0,0
"79778",0,0
"7978",0,0
"79780",0,0
"79781",0,0
"79782",0,0
"79783",1,1
"79784",1,1
"79785",0,0
"79786",0,0
"79788",0,0
"79789",0,0
"7979",1,1
"79791",1,1
"79792",0,0
"79794",0,0
"79796",1,1
"79797",1,1
"79798",1,1
"7980",0,0
"79800",0,0
"79801",0,0
"79802",0,0
"79803",1,1
"79805",0,0
"79807",0,0
"79809",1,1
"79810",0,0
"79811",0,0
"79812",0,0
"79813",1,1
"79814",0,0
"79815",0,0
"79816",1,1
"79817",0,0
"79818",0,0
"79819",0,0
"7982",0,0
"79820",0,0
"79822",0,0
"79823",1,1
"79825",0,0
"79827",1,1
"79828",0,0
"79829",0,0
"79830",0,0
"79831",0,0
"79832",0,0
"79833",0,0
"79834",0,0
"79836",0,0
"79837",0,0
"79838",0,0
"79839",0,0
"7984",0,0
"79840",1,1
"79841",0,0
"79842",0,0
"79843",0,0
"79844",0,0
"79845",0,0
"79846",1,1
"79847",0,0
"79848",1,1
"79849",0,0
"79850",0,0
"79852",0,0
"79853",1,1
"79856",0,0
"79857",0,0
"79858",0,0
"79861",0,0
"79862",0,0
"79863",0,0
"79864",0,0
"79865",0,0
"79866",0,0
"79867",1,1
"79868",1,1
"79869",0,0
"79870",0,0
"79871",0,0
"79872",0,0
"79874",0,0
"79875",0,0
"79876",1,1
"79877",0,0
"79879",0,0
"7988",0,0
"79882",1,1
"79883",0,0
"79884",0,0
"79885",0,0
"79886",0,0
"79887",0,0
"79888",0,0
"79890",0,0
"79891",0,0
"79892",0,0
"79894",0,0
"79895",0,0
"79896",0,0
"79898",0,0
"79899",0,0
"799",1,0
"79901",0,0
"79902",1,1
"79903",0,0
"79905",0,0
"79906",0,0
"79908",0,0
"7991",1,1
"79912",1,1
"79913",0,0
"79915",0,0
"79918",0,0
"79919",0,0
"79921",0,0
"79923",0,0
"79924",0,0
"79925",1,1
"79927",0,0
"79929",0,0
"79930",0,0
"79931",0,0
"79932",1,1
"79933",0,0
"79934",1,1
"79935",0,0
"79937",0,0
"79939",0,0
"7994",1,1
"79943",0,0
"79944",1,1
"79946",0,0
"79947",1,1
"79948",0,0
"79949",0,0
"79953",0,0
"79954",0,0
"79955",1,1
"79956",0,0
"79957",0,0
"79958",0,0
"79959",0,0
"79960",0,0
"79961",0,0
"79962",0,0
"79966",0,1
"79968",0,0
"79971",0,1
"79973",0,0
"79974",0,0
"79977",1,1
"79979",0,0
"79980",0,0
"79981",0,0
"79982",0,0
"79983",1,1
"79987",0,0
"79989",0,1
"79990",0,0
"79991",1,1
"79993",0,0
"79998",0,0
"800",0,0
"8000",0,0
"80000",1,1
"80003",0,0
"80004",0,0
"80005",0,0
"80006",0,0
"80007",0,0
"80008",0,0
"8001",0,0
"80010",0,0
"80011",0,0
"80012",0,0
"80013",0,0
"80014",0,0
"80017",0,0
"80018",0,0
"80019",0,0
"80020",0,0
"80021",0,0
"80022",0,0
"80023",0,0
"80024",0,0
"80025",1,1
"80028",0,0
"80031",0,0
"80032",0,0
"80034",0,0
"80036",0,1
"80045",0,0
"80055",1,1
"80059",0,0
"80063",0,0
"80067",1,1
"80070",0,0
"80071",0,0
"80095",0,0
"80097",0,0
"80099",0,0
"801",1,1
"80108",0,0
"80110",0,0
"80114",1,1
"80115",0,0
"80117",0,0
"80119",0,0
"80122",0,0
"80124",0,0
"80125",0,0
"80127",0,0
"80128",0,0
"80129",0,0
"8013",0,0
"80131",0,0
"80133",0,0
"80135",0,0
"80139",0,0
"80142",0,0
"80143",0,0
"80144",1,1
"80145",0,0
"80146",0,0
"80148",0,0
"80149",0,0
"80150",0,0
"80152",0,1
"80153",1,1
"80155",1,1
"80157",0,0
"80162",0,0
"80164",0,0
"80167",0,0
"80168",0,0
"80169",1,1
"80173",1,1
"80174",0,0
"80176",0,0
"80177",0,0
"80178",0,0
"80183",0,0
"80184",1,1
"80185",1,1
"8019",0,0
"80194",0,0
"80195",0,0
"80196",0,0
"80198",0,0
"80199",1,1
"80201",0,1
"80204",1,1
"80205",0,0
"80206",0,1
"80207",1,1
"80208",1,1
"80209",0,0
"8021",1,1
"80210",1,1
"80212",0,0
"80213",0,0
"80216",0,1
"80217",1,1
"80218",0,0
"80219",0,0
"8022",1,1
"80221",0,0
"80222",1,1
"80223",0,0
"80224",1,1
"80227",0,0
"80228",0,0
"80230",0,0
"80231",0,0
"80232",1,1
"80233",0,0
"80235",0,0
"80237",0,0
"80243",0,0
"80254",1,1
"80255",0,0
"80256",0,0
"80258",0,0
"80262",0,0
"80263",0,0
"80264",0,0
"80267",0,1
"8027",0,0
"80270",1,1
"80271",0,0
"80273",0,0
"80274",0,0
"80279",0,0
"8028",0,0
"8029",1,1
"80298",0,0
"8030",0,0
"80301",0,0
"80303",0,0
"80304",0,0
"80305",0,0
"80306",0,0
"80308",1,1
"80309",0,0
"8031",0,0
"80310",0,0
"80311",1,1
"80312",0,0
"80313",0,0
"80314",0,0
"80315",0,0
"80317",0,0
"80318",0,0
"80319",0,0
"80320",0,0
"80321",0,0
"80323",0,0
"80324",1,1
"80325",0,0
"80326",1,1
"80328",0,0
"80329",0,0
"80331",1,1
"80332",0,0
"80333",0,0
"80335",0,0
"80336",0,0
"80339",0,0
"8034",0,0
"80341",0,0
"80342",0,0
"80343",0,0
"80344",0,0
"80345",0,0
"80346",0,0
"80347",1,1
"80349",0,0
"80351",0,0
"8036",1,1
"8038",0,0
"80380",0,0
"80381",0,0
"8045",0,0
"8048",1,1
"805",1,1
"8050",1,1
"8061",0,0
"8065",0,0
"80700",0,0
"80704",1,1
"80705",1,1
"80709",0,0
"80712",0,0
"80714",0,0
"80723",0,0
"80724",0,0
"80726",0,0
"80727",0,0
"80728",0,0
"8073",0,0
"80731",0,0
"8074",1,1
"80745",0,0
"80746",1,1
"80757",0,0
"80758",0,0
"80759",0,0
"8076",1,1
"80760",0,0
"80762",0,0
"80763",0,0
"80764",0,0
"80765",0,0
"80772",0,0
"80774",0,0
"80775",0,0
"80776",1,1
"80777",0,0
"80778",0,0
"8078",0,0
"80781",1,1
"80789",0,0
"8079",0,0
"80790",0,0
"808",1,1
"80816",1,1
"80817",0,0
"80818",0,0
"8082",0,0
"80820",0,0
"80821",1,1
"80823",0,0
"80824",0,0
"80829",0,0
"80830",0,0
"80831",0,0
"80832",1,1
"80833",0,0
"80834",0,0
"80835",0,0
"8085",1,1
"80851",0,0
"80853",0,0
"80854",0,0
"80856",1,1
"8086",1,1
"8087",1,1
"8089",0,0
"80895",0,0
"80896",0,0
"8091",1,1
"8092",1,1
"80975",0,0
"8099",0,0
"81",1,1
"810",0,0
"8100",1,1
"81027",1,1
"81029",0,0
"81030",0,0
"81031",1,1
"81033",0,0
"81034",1,1
"81035",0,0
"81037",0,0
"81050",0,0
"8106",1,1
"81061",0,0
"81099",0,0
"811",1,1
"8110",0,0
"8111",1,1
"81127",0,0
"8115",0,0
"81168",0,0
"8120",1,1
"8125",0,0
"8128",0,0
"81282",0,0
"81285",0,0
"813",0,0
"81300",0,0
"81309",0,0
"8131",1,1
"81318",0,0
"81327",0,0
"81328",0,0
"81341",0,0
"81392",0,0
"814",0,0
"8140",0,0
"81442",0,0
"81448",0,0
"81466",0,0
"81469",0,0
"81470",0,0
"81472",0,0
"81488",0,0
"81490",0,0
"81491",0,0
"81492",0,0
"81493",0,0
"81494",1,1
"815",1,1
"81501",0,0
"81502",0,0
"8153",0,0
"81532",0,0
"81533",0,0
"81537",0,0
"81539",0,0
"81542",0,0
"81543",0,0
"81544",0,0
"81545",1,1
"81550",0,0
"81551",0,0
"81552",0,0
"81553",0,0
"81555",0,1
"81556",0,0
"81557",0,0
"81558",0,0
"81559",0,0
"81562",1,1
"81563",0,0
"81565",0,0
"81566",0,0
"81567",0,0
"81569",0,0
"81570",1,1
"81572",0,0
"81573",0,0
"81575",0,0
"81576",0,0
"81577",0,0
"81578",0,0
"81579",0,0
"816",1,1
"81602",0,0
"81603",1,1
"81605",0,0
"81606",0,0
"81607",1,1
"81608",1,1
"81609",0,0
"8161",0,0
"81610",0,0
"81611",0,0
"81614",0,1
"81615",0,0
"81616",0,0
"81617",0,0
"81618",0,0
"81619",0,0
"81620",1,1
"81621",0,0
"81622",1,1
"81623",0,0
"81624",1,1
"81626",0,0
"81627",0,0
"81628",0,0
"81629",0,0
"81631",0,0
"8165",0,0
"81669",0,0
"81671",0,0
"81688",0,0
"81689",1,1
"81691",0,0
"81693",0,1
"81697",0,0
"817",0,0
"8170",0,0
"81704",1,1
"81706",0,0
"8174",0,0
"8175",0,0
"8178",0,0
"81786",0,0
"81788",0,1
"81789",0,0
"81790",1,1
"81792",0,0
"81793",0,0
"81794",1,1
"81796",0,0
"818",1,1
"81831",0,0
"81832",0,0
"81833",0,0
"81839",1,1
"81844",0,0
"81846",1,1
"81847",0,0
"81848",1,1
"81849",0,0
"81850",0,0
"81851",0,0
"81853",0,0
"81855",0,0
"81856",0,0
"81857",1,1
"81858",0,0
"8187",0,0
"81870",0,0
"81871",0,0
"81872",0,0
"81873",0,0
"81875",0,0
"81876",0,0
"81887",1,1
"81888",0,0
"81889",0,0
"8189",0,0
"81890",0,0
"81892",0,0
"81894",0,0
"819",0,0
"8190",0,0
"8192",1,1
"81926",0,0
"81928",0,0
"81929",0,0
"8193",0,0
"81930",0,0
"81931",0,0
"81932",0,0
"8195",1,1
"820",0,0
"8200",1,1
"8202",0,0
"8204",1,1
"8208",0,0
"8209",0,0
"821",0,0
"8214",1,1
"8216",1,1
"8218",1,1
"822",0,0
"8220",1,1
"8224",0,0
"8226",0,0
"8228",0,0
"823",1,1
"8233",0,0
"8237",0,0
"8239",1,1
"824",0,0
"8241",1,1
"8242",1,1
"8243",1,1
"825",1,1
"826",0,0
"8260",1,1
"8266",0,0
"8269",0,0
"827",0,0
"8270",1,1
"8273",0,0
"8277",0,0
"828",0,0
"8284",1,1
"8287",1,1
"8288",0,0
